id	title	price_pc	link	image_link	category_name1	category_name2	shipping	point	class	update_time
27273	[리조트] 방콕 명문 타나시티 골프리조트 5일	1790000	https://irumtour.net/renew/detailview.html?tid=27273	https://irumtour.net/new/public/goods/1910/27273_1.jpg	국가별	태국	0		I	2019-10-29 13:05:16
30870	<font color=green>[비즈니스석]</font>방콕 시내 최상급 골프투어(쉐라톤호텔+아마타스프링 3색 )	4150000	https://irumtour.net/renew/detailview.html?tid=30870	https://irumtour.net/new/public/goods/2212/30870_1.jpg	국가별	태국	0		I	2021-01-20 12:05:04
39586	<font color=green>[비즈니스석]</font> 방콕 고품격 서밋 윈드밀 4색 골프(아마타스프링, 윈드밀,타이, 알파인)	3720000	https://irumtour.net/renew/detailview.html?tid=39586	https://irumtour.net/new/public/goods/2112/39586_1.png	국가별	태국	0		I	2021-11-28 16:41:24
30873	[시내호텔]4성급 호텔& 방콕 명문 골프 투어	1690000	https://irumtour.net/renew/detailview.html?tid=30873	https://irumtour.net/new/public/goods/2306/30873_1.jpg	국가별	태국	0		I	2021-01-20 12:27:15
56915	[리조트]더 로얄 잼스 골프&리조트 3박 5일	1790000	https://irumtour.net/renew/detailview.html?tid=56915	https://irumtour.net/new/public/goods/2308/56915_1.jpg	국가별	태국	0		I	2023-08-22 17:23:01
46867	[리조트] 방콕 명문 파인허스트CC(27홀 코스) 골프 1일 27홀* 3회	1690000	https://irumtour.net/renew/detailview.html?tid=46867	https://irumtour.net/new/public/goods/2310/46867_1.jpg	국가별	태국	0		I	2022-09-26 16:27:51
16828	[리조트-3색] 방콕 파인허스트&람루카&카스카타CC + 파인허스트 리조트 5일	1690000	https://irumtour.net/renew/detailview.html?tid=16828	https://irumtour.net/new/public/goods/2002/16828_1.jpg	국가별	태국	0		I	2018-05-08 15:28:10
5597	[리조트] 방콕 명문 리버데일&방콕GC 2색 골프	1350000	https://irumtour.net/renew/detailview.html?tid=5597	https://irumtour.net/new/public/goods/2209/5597_1.jpg	국가별	태국	0		I	2015-11-24 11:58:08
53840	[리조트] 방콕 로터스CC+사파야 리조트 5일	1490000	https://irumtour.net/renew/detailview.html?tid=53840	https://irumtour.net/new/public/goods/2306/53840_1.jpg	국가별	태국	0		I	2023-05-12 15:12:49
54860	[리조트-3색] 방콕 로터스CC&람루카&카스카타CC + 사파야 리조트 5일	1590000	https://irumtour.net/renew/detailview.html?tid=54860	https://irumtour.net/new/public/goods/2305/CP53840_1.jpg	국가별	태국	0		I	2023-06-16 15:11:13
2092	[리조트] 나콘파톰 유니랜드CC(27홀 코스) 골프 5일	1590000	https://irumtour.net/renew/detailview.html?tid=2092	https://irumtour.net/new/public/goods/2002/2092_1.jpg	국가별	태국	0		I	2013-09-12 07:58:45
27602	[시내호텔] 아유타야 3색 골프 + 칸타리 호텔 5일(36홀/1일),전일정 식사포함	1650000	https://irumtour.net/renew/detailview.html?tid=27602	https://irumtour.net/new/public/goods/2002/27602_1.jpg	국가별	태국	0		I	2019-11-06 17:01:17
25211	[시내호텔] 방파콩 로얄 레이크사이드CC +칸타리 호텔 5일(주중36홀&주말18홀)	1690000	https://irumtour.net/renew/detailview.html?tid=25211	https://irumtour.net/new/public/goods/2002/25211_1.jpg	국가별	태국	0		I	2019-08-02 09:59:41
56113	[골프리조트]태국 왕족의 휴양지 후아힌 시파인 리조트 7박 9일	1650000	https://irumtour.net/renew/detailview.html?tid=56113	https://irumtour.net/new/public/goods/2307/56113_1.jpg	국가별	태국	0		I	2023-07-25 15:34:55
30379	[후아힌-비즈니스석] 태국 왕실의 휴양 골프 “인터컨티넨탈 호텔 +2색 골프“	3890000	https://irumtour.net/renew/detailview.html?tid=30379	https://irumtour.net/new/public/goods/2112/30379_1.png	국가별	태국	0		I	2020-02-28 11:31:01
39743	[후아힌] 태국 왕실의 휴양지 후아힌  고품격 골프 리조트 블랙마운틴	2690000	https://irumtour.net/renew/detailview.html?tid=39743	https://irumtour.net/new/public/goods/2112/CP30379_1.jpg	국가별	태국	0		I	2021-12-07 09:36:51
47918	[고품격]푸켓 블루캐년 골프&리조트(무제한) KE(수/목 출발 3박, 토/일 출발 4박)	1790000	https://irumtour.net/renew/detailview.html?tid=47918	https://irumtour.net/new/public/goods/2210/47918_1.jpg	국가별	태국	0		I	2022-10-30 13:37:28
44474	[시내] 고품격 푸켓 골프 5일(블루캐년, 레드마운틴, 로치팜 3색)-대한항공 목출발	1950000	https://irumtour.net/renew/detailview.html?tid=44474	https://irumtour.net/new/public/goods/2205/CP43326_1.jpg	국가별	태국	0		I	2022-06-13 20:21:12
43334	<font color=green>[비즈니스석]</font> 고품격 푸켓 골프 5일(블루캐년, 레드마운틴, 로치팜 3색)&인터컨티넨탈호텔	4390000	https://irumtour.net/renew/detailview.html?tid=43334	https://irumtour.net/new/public/goods/2205/43334_1.jpg	국가별	태국	0		I	2022-05-02 10:15:17
60461	[아시아나]태국 치앙마이 메모&가산쿤탄 2색골프 3박5일	1390000	https://irumtour.net/renew/detailview.html?tid=60461	https://irumtour.net/new/public/goods/2311/60461_1.png	국가별	태국	0		I	2023-11-22 12:11:08
49595	[시내호텔] 고품격 3색(하이랜드/알파인/노스힐) + 샹그릴라 호텔 5일	1990000	https://irumtour.net/renew/detailview.html?tid=49595	https://irumtour.net/new/public/goods/2002/CPCP2433_1.jpg	국가별	태국	0		I	2022-12-18 10:30:45
16289	[시내호텔] 품격3색(알파인/하이랜드/가싼레거시) + 센타라리버사이드 호텔 5일	1790000	https://irumtour.net/renew/detailview.html?tid=16289	https://irumtour.net/new/public/goods/2002/16289_1.jpg	국가별	태국	0		I	2018-03-28 15:40:38
28484	[IRUM 추천] 고품격 리조트 노스힐CC 골프 5일	1690000	https://irumtour.net/renew/detailview.html?tid=28484	https://irumtour.net/new/public/goods/2002/28484_1.jpg	국가별	태국	0		I	2019-12-04 17:25:04
43379	[리조트-고품격] 알파인CC(27홀 코스) 골프 5일(1일 18홀 캐디/카트 포함)	1850000	https://irumtour.net/renew/detailview.html?tid=43379	https://irumtour.net/new/public/goods/2310/43379_1.jpg	국가별	태국	0		I	2022-05-02 18:55:41
15556	[리조트] 가싼 레거시CC 골프 5일	1490000	https://irumtour.net/renew/detailview.html?tid=15556	https://irumtour.net/new/public/goods/2310/15556_1.jpg	국가별	태국	0		I	2018-01-21 12:47:43
43376	[리조트] 가싼쿤탄CC 무제한 골프 5일 제주항공 (수출발)	1490000	https://irumtour.net/renew/detailview.html?tid=43376	https://irumtour.net/new/public/goods/2310/43376_1.jpeg	국가별	태국	0		I	2022-05-02 18:48:50
56219	[리조트]칸차나부리 아티타야골프리조트 3박 5일	850000	https://irumtour.net/renew/detailview.html?tid=56219	https://irumtour.net/new/public/goods/2307/56219_1.jpg	국가별	태국	0		I	2023-07-27 17:59:30
26419	[리조트] 로얄라차부리CC 골프 5일(36홀 전동카 포함)	590000	https://irumtour.net/renew/detailview.html?tid=26419	https://irumtour.net/new/public/goods/1909/26419_1.jpg	국가별	태국	0		I	2019-09-27 11:29:20
2161	[리조트] 롭부리 나라이힐CC(27홀 코스) 골프 5일	1290000	https://irumtour.net/renew/detailview.html?tid=2161	https://irumtour.net/new/public/goods/2310/2161_1.jpg	국가별	태국	0		I	2013-10-05 09:15:46
56462	[고품격] 토스카나밸리 이태리풍의 럭셔리 리조트 6일	1790000	https://irumtour.net/renew/detailview.html?tid=56462	https://irumtour.net/new/public/goods/2206/CPCP30377_1.jpg	국가별	태국	0		I	2023-08-07 16:57:41
57316	[성수기]1월~2월 수 출발 이태리풍의 럭셔리 리조트 토스카나밸리 6일	2750000	https://irumtour.net/renew/detailview.html?tid=57316	https://irumtour.net/new/public/goods/2309/57316_1.jpeg	국가별	태국	0		I	2023-09-04 17:24:42
55988	[리조트]현지인들의 휴양지 카오야이, 유럽풍 리조트 란쵸찬위 3박 5일	1450000	https://irumtour.net/renew/detailview.html?tid=55988	https://irumtour.net/new/public/goods/2307/55988_1.jpg	국가별	태국	0		I	2023-07-20 17:22:15
55989	[리조트]동화속 배경같은 환상적인 골프장 카오야이  마이오존 3박 5일	1390000	https://irumtour.net/renew/detailview.html?tid=55989	https://irumtour.net/new/public/goods/2307/55989_1.jpg	국가별	태국	0		I	2023-07-20 17:42:23
53505	[리조트] 태국의 산악형 휴양지 카오야이 품격 3색 5일	1490000	https://irumtour.net/renew/detailview.html?tid=53505	https://irumtour.net/new/public/goods/2305/53505_1.jpg	국가별	태국	0		I	2023-05-03 10:07:18
44309	[초특가] 카오야이 대표 골프장 써제임스CC 골프 7박 9일	1490000	https://irumtour.net/renew/detailview.html?tid=44309	https://irumtour.net/new/public/goods/2306/44309_1.jpg	국가별	태국	0		I	2022-06-08 18:52:23
58546	[시내관광]촌부리 시라차 품격 3색 골프투어 3박 5일	1590000	https://irumtour.net/renew/detailview.html?tid=58546	https://irumtour.net/new/public/goods/2310/58546_1.jpg	국가별	태국	0		I	2023-10-12 09:49:02
30381	[파타야] 시내호텔- 고품격(시암2회&람차방1회) + 홀리데인  5일	1950000	https://irumtour.net/renew/detailview.html?tid=30381	https://irumtour.net/new/public/goods/2002/30381_1.jpg	국가별	태국	0		I	2020-02-28 12:28:16
30380	[파타야] 시내호텔- 품격(시암/람차방/부라파)+ 호텔 J 5일	1750000	https://irumtour.net/renew/detailview.html?tid=30380	https://irumtour.net/new/public/goods/2002/30380_1.jpg	국가별	태국	0		I	2020-02-28 11:52:37
39739	[파타야]시내호텔-VVIP 시암(올드/뉴/워터코스)CC 3색 + 힐튼	2390000	https://irumtour.net/renew/detailview.html?tid=39739	https://irumtour.net/new/public/goods/2002/CP30379_1.jpg	국가별	태국	0		I	2021-12-06 19:07:09
54991	태국 파타야 고품격 여름 휴양 골프 시암&람차방&세인트 3색 5일	1690000	https://irumtour.net/renew/detailview.html?tid=54991	https://irumtour.net/new/public/goods/2306/54991_1.jfif	국가별	태국	0		I	2023-06-20 17:40:27
30877	[파타야]파타나골프리조트 3박5일	1490000	https://irumtour.net/renew/detailview.html?tid=30877	https://irumtour.net/new/public/goods/2101/30877_1.PNG	국가별	태국	0		I	2021-01-20 14:15:09
2123	[파타야] 고품격 골프리조트  람차방	1590000	https://irumtour.net/renew/detailview.html?tid=2123	https://irumtour.net/new/public/goods/2002/2123_1.jpg	국가별	태국	0		I	2013-09-16 11:59:56
27542	[시내호텔] 호치민 고품격 시내 골프 뉴월드 사이공 호텔+명문 3색	2090000	https://irumtour.net/renew/detailview.html?tid=27542	https://irumtour.net/new/public/goods/2310/27542_1.jpg	국가별	베트남	0		I	2019-11-05 14:15:06
27541	[품격] 베트남 호치민 라마나 호텔+탄선넛CC 골프 5일	1190000	https://irumtour.net/renew/detailview.html?tid=27541	https://irumtour.net/new/public/goods/2310/27541_1.jpg	국가별	베트남	0		I	2019-11-05 14:07:55
50314	[리조트] 붕따우 블러프CC + 호짬 더 그랜드 호텔 5일	1590000	https://irumtour.net/renew/detailview.html?tid=50314	https://irumtour.net/new/public/goods/1703/CPCP12013_1.jpg	국가별	베트남	0		I	2023-01-08 16:34:53
58123	베트남 하노이 5성급 딕스타 호텔&3색 골프	1190000	https://irumtour.net/renew/detailview.html?tid=58123	https://irumtour.net/new/public/goods/2309/58123_1.jpg	국가별	베트남	0		I	2023-09-27 13:13:27
58127	[리조트]하노이 최고 명문 스카이레이크&윈덤 리조트 3박 5일	1550000	https://irumtour.net/renew/detailview.html?tid=58127	https://irumtour.net/new/public/goods/2310/58127_1.jpg	국가별	베트남	0		I	2023-09-27 13:26:47
47980	[리조트] 하이퐁 소노벨(구.송지아) 골프 5일	1590000	https://irumtour.net/renew/detailview.html?tid=47980	https://irumtour.net/new/public/goods/2310/47980_1.jpg	국가별	베트남	0		I	2022-10-31 18:16:02
56893	[세계100대골프장]다낭 골프리조트 2색(남호이안 빈펄&호이아나쇼어스) 5일 뉴월드호이아나	1890000	https://irumtour.net/renew/detailview.html?tid=56893	https://irumtour.net/new/public/goods/2308/56893_1.jpg	국가별	베트남	0		I	2023-08-22 14:33:06
56895	[세계100대골프장]다낭 골프리조트 2색(남호이안 빈펄&호이아나쇼어스) 5일 뉴월드스위트	1990000	https://irumtour.net/renew/detailview.html?tid=56895	https://irumtour.net/new/public/goods/2308/56895_1.jpg	국가별	베트남	0		I	2023-08-22 14:50:25
58620	베트남 중부 다낭 IMG 몽고메리 리조트 54홀 골프(1색) 3박5일(아시아나항공)	1790000	https://irumtour.net/renew/detailview.html?tid=58620	https://irumtour.net/new/public/goods/2310/58620_1.jpg	국가별	베트남	0		I	2023-10-13 11:26:50
58625	베트남 중부 다낭 IMG 몽고메리 리조트 54홀 골프(2색) 3박5일(아시아나항공)	1850000	https://irumtour.net/renew/detailview.html?tid=58625	https://irumtour.net/new/public/goods/2310/58625_1.jpg	국가별	베트남	0		I	2023-10-13 12:24:46
43358	[가족형리조트] 고품격 빈펄 남호이안CC 골프 5일(전일정식사포함)대한항공 가족 단위 골프여행 최고의 목적지	1890000	https://irumtour.net/renew/detailview.html?tid=43358	https://irumtour.net/new/public/goods/1806/CPCP17443_1.jpg	국가별	베트남	0		I	2022-05-02 14:52:30
2488	[시내호텔] 고품격 3색(다낭/몽고메리/바나힐/호이아나소어스) 골프 & 호이안 관광 + 시내 호텔 5일	1890000	https://irumtour.net/renew/detailview.html?tid=2488	https://irumtour.net/new/public/goods/2212/2488_1.png	국가별	베트남	0		I	2014-05-21 10:00:30
52981	[시내호텔] 다낭 3색골프+멜리아리버프론트 5일 아시아나	1950000	https://irumtour.net/renew/detailview.html?tid=52981	https://irumtour.net/new/public/goods/2306/52981_1.jpg	국가별	베트남	0		I	2023-04-17 15:51:08
58456	[아시아나 전세기] 달랏 삼색골프 고품격 3박5일(매주 수출발)	1750000	https://irumtour.net/renew/detailview.html?tid=58456	https://irumtour.net/new/public/goods/2310/58456_1.jpg	국가별	베트남	0		I	2023-10-10 16:45:14
58459	[아시아나 전세기] 달랏 삼색골프 고품격 4박6일(매주 토출발)	2090000	https://irumtour.net/renew/detailview.html?tid=58459	https://irumtour.net/new/public/goods/2310/58459_1.jpg	국가별	베트남	0		I	2023-10-10 16:57:18
58461	[아시아나 전세기] 달랏 삼색골프 품격 3박5일(매주 수출발)	1590000	https://irumtour.net/renew/detailview.html?tid=58461	https://irumtour.net/new/public/goods/2310/58461_1.jpg	국가별	베트남	0		I	2023-10-10 17:02:06
58462	[아시아나 전세기] 달랏 삼색골프 품격 4박6일(매주 토출발)	1890000	https://irumtour.net/renew/detailview.html?tid=58462	https://irumtour.net/new/public/goods/2310/58462_1.jfif	국가별	베트남	0		I	2023-10-10 17:07:44
57443	[대한항공전세기] 달랏 랜드마크 초특급 머큐어 리조트 (골프+관광) 5일 1월 수 출발	2490000	https://irumtour.net/renew/detailview.html?tid=57443	https://irumtour.net/new/public/goods/2306/CP54755_1.jpg	국가별	베트남	0		I	2023-09-07 09:29:08
23273	[대한항공 전세기]봄의도시 “달랏“ 골프 + 라달랏 호텔 5일	1890000	https://irumtour.net/renew/detailview.html?tid=23273	https://irumtour.net/new/public/goods/1908/23273_1.jpg	국가별	베트남	0		I	2019-04-25 14:35:40
